Nummer,Name,EW,category,value
06030607,Goerzwerke,3241,D1,0.19
06030607,Goerzwerke,3241,D2,0.05
06030607,Goerzwerke,3241,D3,-0.08
06030607,Goerzwerke,3241,D4,0.6
06030608,Schweizer Viertel,11970,S1,3.25
06030608,Schweizer Viertel,11970,S2,1.12
06030608,Schweizer Viertel,11970,S3,2.02
06030608,Schweizer Viertel,11970,S4,2.34
06030608,Schweizer Viertel,11970,D1,-0.19
06030608,Schweizer Viertel,11970,D2,-0.05
06030608,Schweizer Viertel,11970,D3,-0.05
06030608,Schweizer Viertel,11970,D4,0.18
06030609,Augustaplatz,11847,S1,5.27
06030609,Augustaplatz,11847,S2,1.86
06030609,Augustaplatz,11847,S3,5.28
06030609,Augustaplatz,11847,S4,13.04
06030609,Augustaplatz,11847,D1,0.16
06030609,Augustaplatz,11847,D2,0.09
06030609,Augustaplatz,11847,D3,-0.22
06030609,Augustaplatz,11847,D4,1.66
06030610,Lichterfelde West,8159,S1,3.34
06030610,Lichterfelde West,8159,S2,1.18
06030610,Lichterfelde West,8159,S3,3.05
06030610,Lichterfelde West,8159,S4,4.96
06030610,Lichterfelde West,8159,D1,-0.06
06030610,Lichterfelde West,8159,D2,-0.02
06030610,Lichterfelde West,8159,D3,-0.13
06030610,Lichterfelde West,8159,D4,-0.66
06040701,Wannsee,9631,S1,2.9
06040701,Wannsee,9631,S2,0.81
06040701,Wannsee,9631,S3,2.32
06040701,Wannsee,9631,S4,3.84
06040701,Wannsee,9631,D1,0.01
06040701,Wannsee,9631,D2,0.14
06040701,Wannsee,9631,D3,-0.19
06040701,Wannsee,9631,D4,-0.18
06040702,Düppel,5360,S1,2.73
06040702,Düppel,5360,S2,0.78
06040702,Düppel,5360,S3,3.26
06040702,Düppel,5360,S4,3.65
06040702,Düppel,5360,D1,-0.08
06040702,Düppel,5360,D2,-0.1
06040702,Düppel,5360,D3,-0.53
06040702,Düppel,5360,D4,-1.27
06040703,Nikolassee,10716,S1,2.98
06040703,Nikolassee,10716,S2,0.88
06040703,Nikolassee,10716,S3,2.41
06040703,Nikolassee,10716,S4,4.01
06040703,Nikolassee,10716,D1,0.21
06040703,Nikolassee,10716,D2,0.3
06040703,Nikolassee,10716,D3,-0.32
06040703,Nikolassee,10716,D4,-0.3
06040804,Krumme Lanke,7483,S1,2.78
06040804,Krumme Lanke,7483,S2,0.87
06040804,Krumme Lanke,7483,S3,1.43
06040804,Krumme Lanke,7483,S4,2.46
06040804,Krumme Lanke,7483,D1,0.24
06040804,Krumme Lanke,7483,D2,0.05
06040804,Krumme Lanke,7483,D3,-0.51
06040804,Krumme Lanke,7483,D4,-0.71
06040805,Fischerhüttenstraße,5278,S1,3.1
06040805,Fischerhüttenstraße,5278,S2,0.96
06040805,Fischerhüttenstraße,5278,S3,3.03
06040805,Fischerhüttenstraße,5278,S4,5.41
06040805,Fischerhüttenstraße,5278,D1,0.06
06040805,Fischerhüttenstraße,5278,D2,-0.1
06040805,Fischerhüttenstraße,5278,D3,-0.14
06040805,Fischerhüttenstraße,5278,D4,0.87
06040806,Fischtal,7227,S1,3.24
06040806,Fischtal,7227,S2,1.12
06040806,Fischtal,7227,S3,2.68
06040806,Fischtal,7227,S4,3.59
06040806,Fischtal,7227,D1,0.13
06040806,Fischtal,7227,D2,0.35
06040806,Fischtal,7227,D3,-0.09
06040806,Fischtal,7227,D4,-0.64
06040807,Zehlendorf Eiche,5753,S1,4.24
06040807,Zehlendorf Eiche,5753,S2,1.25
06040807,Zehlendorf Eiche,5753,S3,4.12
06040807,Zehlendorf Eiche,5753,S4,6.15
06040807,Zehlendorf Eiche,5753,D1,0.31
06040807,Zehlendorf Eiche,5753,D2,-0.07
06040807,Zehlendorf Eiche,5753,D3,-0.48
06040807,Zehlendorf Eiche,5753,D4,-0.43
06040808,Hüttenweg,4150,S1,2.45
06040808,Hüttenweg,4150,S2,0.5
06040808,Hüttenweg,4150,S3,1.88
06040808,Hüttenweg,4150,S4,3.15
06040808,Hüttenweg,4150,D1,-0.21
06040808,Hüttenweg,4150,D2,-0.16
06040808,Hüttenweg,4150,D3,-0.96
06040808,Hüttenweg,4150,D4,-1.17
06040809,Thielallee,4969,S1,1.49
06040809,Thielallee,4969,S2,0.2
06040809,Thielallee,4969,S3,1.57
06040809,Thielallee,4969,S4,1.84
06040809,Thielallee,4969,D1,-0.29
06040809,Thielallee,4969,D2,-0.23
06040809,Thielallee,4969,D3,0.07
06040809,Thielallee,4969,D4,0.43
06040810,Dahlem,6854,S1,1.81
06040810,Dahlem,6854,S2,0.54
06040810,Dahlem,6854,S3,0.83
06040810,Dahlem,6854,S4,0.63
06040810,Dahlem,6854,D1,-0.07
06040810,Dahlem,6854,D2,0.06
06040810,Dahlem,6854,D3,-0.17
06040810,Dahlem,6854,D4,-0.1
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,S1,7.19
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,S2,2.4
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,S3,10.57
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,S4,19.37
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,D1,0.08
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,D2,-0.29
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,D3,0.23
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9397,D4,-0.58
07010102,Nollendorfplatz,15450,S1,9.22
07010102,Nollendorfplatz,15450,S2,3.27
07010102,Nollendorfplatz,15450,S3,19.3
07010102,Nollendorfplatz,15450,S4,43
07010102,Nollendorfplatz,15450,D1,-0.17
07010102,Nollendorfplatz,15450,D2,-0.13
07010102,Nollendorfplatz,15450,D3,-1.85
07010102,Nollendorfplatz,15450,D4,-5.3
07010103,Barbarossaplatz,9956,S1,6.1
07010103,Barbarossaplatz,9956,S2,1.85
07010103,Barbarossaplatz,9956,S3,9.65
07010103,Barbarossaplatz,9956,S4,18.46
07010103,Barbarossaplatz,9956,D1,-0.53
07010103,Barbarossaplatz,9956,D2,0
07010103,Barbarossaplatz,9956,D3,-0.76
07010103,Barbarossaplatz,9956,D4,-1.79
07010104,Dennewitzplatz,13512,S1,10.7
07010104,Dennewitzplatz,13512,S2,3.89
07010104,Dennewitzplatz,13512,S3,22.88
07010104,Dennewitzplatz,13512,S4,47.73
07010104,Dennewitzplatz,13512,D1,-0.61
07010104,Dennewitzplatz,13512,D2,-0.01
07010104,Dennewitzplatz,13512,D3,-1.47
07010104,Dennewitzplatz,13512,D4,-5.18
07020201,Bayerischer Platz,10335,S1,6.56
07020201,Bayerischer Platz,10335,S2,2.04
07020201,Bayerischer Platz,10335,S3,8.35
07020201,Bayerischer Platz,10335,S4,18.17
07020201,Bayerischer Platz,10335,D1,-0.04
07020201,Bayerischer Platz,10335,D2,-0.05
07020201,Bayerischer Platz,10335,D3,-0.44
07020201,Bayerischer Platz,10335,D4,-0.3
07020202,Volkspark (Rudolf-Wilde-Park),9832,S1,7.76
07020202,Volkspark (Rudolf-Wilde-Park),9832,S2,2.31
07020202,Volkspark (Rudolf-Wilde-Park),9832,S3,11.75
07020202,Volkspark (Rudolf-Wilde-Park),9832,S4,27.63
07020202,Volkspark (Rudolf-Wilde-Park),9832,D1,0.11
07020202,Volkspark (Rudolf-Wilde-Park),9832,D2,-0.1
07020202,Volkspark (Rudolf-Wilde-Park),9832,D3,-1.07
07020202,Volkspark (Rudolf-Wilde-Park),9832,D4,-3.38
07020203,Kaiser-Wilhelm-Platz,17298,S1,8.34
07020203,Kaiser-Wilhelm-Platz,17298,S2,2.83
07020203,Kaiser-Wilhelm-Platz,17298,S3,14.41
07020203,Kaiser-Wilhelm-Platz,17298,S4,29.69
07020203,Kaiser-Wilhelm-Platz,17298,D1,-0.46
07020203,Kaiser-Wilhelm-Platz,17298,D2,-0.09
07020203,Kaiser-Wilhelm-Platz,17298,D3,-0.92
07020203,Kaiser-Wilhelm-Platz,17298,D4,-2.71
07020204,Schöneberger Insel,11395,S1,7.81
07020204,Schöneberger Insel,11395,S2,2.35
07020204,Schöneberger Insel,11395,S3,11.9
07020204,Schöneberger Insel,11395,S4,26.67
07020204,Schöneberger Insel,11395,D1,-0.32
07020204,Schöneberger Insel,11395,D2,-0.2
07020204,Schöneberger Insel,11395,D3,-1.07
07020204,Schöneberger Insel,11395,D4,-5.38
07030301,Friedenau,23870,S1,4.31
07030301,Friedenau,23870,S2,1.25
07030301,Friedenau,23870,S3,5.32
07030301,Friedenau,23870,S4,9.37
07030301,Friedenau,23870,D1,-0.15
07030301,Friedenau,23870,D2,-0.12
07030301,Friedenau,23870,D3,-0.2
07030301,Friedenau,23870,D4,-0.14
07030302,Ceciliengärten,9151,S1,5.06
07030302,Ceciliengärten,9151,S2,1.68
07030302,Ceciliengärten,9151,S3,6.79
07030302,Ceciliengärten,9151,S4,11.97
07030302,Ceciliengärten,9151,D1,-0.04
07030302,Ceciliengärten,9151,D2,-0.13
07030302,Ceciliengärten,9151,D3,-0.12
07030302,Ceciliengärten,9151,D4,-1.04
07030303,Grazer Platz,12073,S1,8.31
07030303,Grazer Platz,12073,S2,3.01
07030303,Grazer Platz,12073,S3,14.98
07030303,Grazer Platz,12073,S4,33.06
07030303,Grazer Platz,12073,D1,-0.63
07030303,Grazer Platz,12073,D2,-0.08
07030303,Grazer Platz,12073,D3,-1.5
07030303,Grazer Platz,12073,D4,-3.64
07040401,Neu-Tempelhof,17126,S1,7.75
07040401,Neu-Tempelhof,17126,S2,2.44
07040401,Neu-Tempelhof,17126,S3,11.74
07040401,Neu-Tempelhof,17126,S4,24.13
07040401,Neu-Tempelhof,17126,D1,0.09
07040401,Neu-Tempelhof,17126,D2,0.08
07040401,Neu-Tempelhof,17126,D3,0.03
07040401,Neu-Tempelhof,17126,D4,0.02
07040402,Lindenhofsiedlung,2102,S1,9.42
07040402,Lindenhofsiedlung,2102,S2,3.66
07040402,Lindenhofsiedlung,2102,S3,14.61
07040402,Lindenhofsiedlung,2102,S4,41.05
07040402,Lindenhofsiedlung,2102,D1,-1.95
07040402,Lindenhofsiedlung,2102,D2,-0.05
07040402,Lindenhofsiedlung,2102,D3,1.04
07040402,Lindenhofsiedlung,2102,D4,0.29
07040403,Manteuffelstraße,23418,S1,8.57
07040403,Manteuffelstraße,23418,S2,2.89
07040403,Manteuffelstraße,23418,S3,14.37
07040403,Manteuffelstraße,23418,S4,38.16
07040403,Manteuffelstraße,23418,D1,-0.4
07040403,Manteuffelstraße,23418,D2,-0.22
07040403,Manteuffelstraße,23418,D3,-0.06
07040403,Manteuffelstraße,23418,D4,-0.48
07040404,Marienhöhe,5057,S1,7.58
07040404,Marienhöhe,5057,S2,2.78
07040404,Marienhöhe,5057,S3,11.21
07040404,Marienhöhe,5057,S4,28.22
07040404,Marienhöhe,5057,D1,-0.28
07040404,Marienhöhe,5057,D2,0.28
07040404,Marienhöhe,5057,D3,-0.72
07040404,Marienhöhe,5057,D4,-2.24
07040405,Rathaus Tempelhof,10567,S1,9.6
07040405,Rathaus Tempelhof,10567,S2,3.2
07040405,Rathaus Tempelhof,10567,S3,15.94
07040405,Rathaus Tempelhof,10567,S4,43.01
07040405,Rathaus Tempelhof,10567,D1,0.46
07040405,Rathaus Tempelhof,10567,D2,-0.17
07040405,Rathaus Tempelhof,10567,D3,0.14
07040405,Rathaus Tempelhof,10567,D4,-1.33
07040406,Germaniagarten,3590,S1,14.68
07040406,Germaniagarten,3590,S2,5.05
07040406,Germaniagarten,3590,S3,25.71
07040406,Germaniagarten,3590,S4,65.24
07040406,Germaniagarten,3590,D1,-0.84
07040406,Germaniagarten,3590,D2,-0.26
07040406,Germaniagarten,3590,D3,-0.74
07040406,Germaniagarten,3590,D4,-4.92
07050501,Rathausstraße,15872,S1,9.48
07050501,Rathausstraße,15872,S2,3.14
07050501,Rathausstraße,15872,S3,15.17
07050501,Rathausstraße,15872,S4,41.13
07050501,Rathausstraße,15872,D1,-0.57
07050501,Rathausstraße,15872,D2,-0.16
07050501,Rathausstraße,15872,D3,-0.38
07050501,Rathausstraße,15872,D4,-2.84
07050502,Fritz-Werner-Straße,7700,S1,10.51
07050502,Fritz-Werner-Straße,7700,S2,3.24
07050502,Fritz-Werner-Straße,7700,S3,13.05
07050502,Fritz-Werner-Straße,7700,S4,35.81
07050502,Fritz-Werner-Straße,7700,D1,0.62
07050502,Fritz-Werner-Straße,7700,D2,0.04
07050502,Fritz-Werner-Straße,7700,D3,0.94
07050502,Fritz-Werner-Straße,7700,D4,3.19
07050503,Eisenacher Straße,9106,S1,8.54
07050503,Eisenacher Straße,9106,S2,2.85
07050503,Eisenacher Straße,9106,S3,11.88
07050503,Eisenacher Straße,9106,S4,32.72
07050503,Eisenacher Straße,9106,D1,-0.37
07050503,Eisenacher Straße,9106,D2,-0.33
07050503,Eisenacher Straße,9106,D3,-0.47
07050503,Eisenacher Straße,9106,D4,-1.49
07050504,Imbrosweg,5480,S1,9.14
07050504,Imbrosweg,5480,S2,3.19
07050504,Imbrosweg,5480,S3,12.92
07050504,Imbrosweg,5480,S4,29.23
07050504,Imbrosweg,5480,D1,0.7
07050504,Imbrosweg,5480,D2,0.54
07050504,Imbrosweg,5480,D3,-1.29
07050504,Imbrosweg,5480,D4,-4.41
07050505,Hundsteinweg,10460,S1,6.2
07050505,Hundsteinweg,10460,S2,2.09
07050505,Hundsteinweg,10460,S3,7.93
07050505,Hundsteinweg,10460,S4,22.72
07050505,Hundsteinweg,10460,D1,0.41
07050505,Hundsteinweg,10460,D2,0.17
07050505,Hundsteinweg,10460,D3,-0.79
07050505,Hundsteinweg,10460,D4,-2.34
07050506,Birnhornweg,2209,S1,3.85
07050506,Birnhornweg,2209,S2,1.66
07050506,Birnhornweg,2209,S3,2.9
07050506,Birnhornweg,2209,S4,9.54
07050506,Birnhornweg,2209,D1,0.09
07050506,Birnhornweg,2209,D2,0.5
07050506,Birnhornweg,2209,D3,0.16
07050506,Birnhornweg,2209,D4,1.18
07060601,Marienfelder Allee Nordwest,9901,S1,10.24
07060601,Marienfelder Allee Nordwest,9901,S2,3.16
07060601,Marienfelder Allee Nordwest,9901,S3,17.66
07060601,Marienfelder Allee Nordwest,9901,S4,41.05
07060601,Marienfelder Allee Nordwest,9901,D1,1.53
07060601,Marienfelder Allee Nordwest,9901,D2,0.43
07060601,Marienfelder Allee Nordwest,9901,D3,3.23
07060601,Marienfelder Allee Nordwest,9901,D4,9.19
07060602,Kirchstraße,4606,S1,4.62
07060602,Kirchstraße,4606,S2,1.44
07060602,Kirchstraße,4606,S3,4.62
07060602,Kirchstraße,4606,S4,10.29
07060602,Kirchstraße,4606,D1,0.12
07060602,Kirchstraße,4606,D2,0.12
07060602,Kirchstraße,4606,D3,-0.11
07060602,Kirchstraße,4606,D4,1.99
07060603,Marienfelde Nordost,2740,S1,8.56
07060603,Marienfelde Nordost,2740,S2,2.46
07060603,Marienfelde Nordost,2740,S3,13.5
07060603,Marienfelde Nordost,2740,S4,48.19
07060603,Marienfelde Nordost,2740,D1,1.31
07060603,Marienfelde Nordost,2740,D2,0.25
07060603,Marienfelde Nordost,2740,D3,0.03
07060603,Marienfelde Nordost,2740,D4,0.21
07060604,Marienfelde Süd,13843,S1,9.77
07060604,Marienfelde Süd,13843,S2,3.38
07060604,Marienfelde Süd,13843,S3,16.69
07060604,Marienfelde Süd,13843,S4,43.88
07060604,Marienfelde Süd,13843,D1,-0.39
07060604,Marienfelde Süd,13843,D2,-0.06
07060604,Marienfelde Süd,13843,D3,-0.56
07060604,Marienfelde Süd,13843,D4,0.37
07070701,Kettinger Straße/Schillerstraße,10408,S1,5.15
07070701,Kettinger Straße/Schillerstraße,10408,S2,1.7
07070701,Kettinger Straße/Schillerstraße,10408,S3,5.88
07070701,Kettinger Straße/Schillerstraße,10408,S4,17.63
07070701,Kettinger Straße/Schillerstraße,10408,D1,-0.1
07070701,Kettinger Straße/Schillerstraße,10408,D2,0.22
07070701,Kettinger Straße/Schillerstraße,10408,D3,-0.32
07070701,Kettinger Straße/Schillerstraße,10408,D4,1.16
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,S1,5.3
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,S2,2.07
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,S3,7.34
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,S4,17.06
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,D1,-0.26
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,D2,-0.02
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,D3,0.02
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,D4,1.1
07070703,John-Locke-Straße,7480,S1,9.94
07070703,John-Locke-Straße,7480,S2,3.88
07070703,John-Locke-Straße,7480,S3,15.33
07070703,John-Locke-Straße,7480,S4,42.44
07070703,John-Locke-Straße,7480,D1,-0.79
07070703,John-Locke-Straße,7480,D2,-0.05
07070703,John-Locke-Straße,7480,D3,-0.46
07070703,John-Locke-Straße,7480,D4,0.31
07070704,Nahariyastraße,8128,S1,12.81
07070704,Nahariyastraße,8128,S2,4.4
07070704,Nahariyastraße,8128,S3,23.49
07070704,Nahariyastraße,8128,S4,59.5
07070704,Nahariyastraße,8128,D1,0.97
07070704,Nahariyastraße,8128,D2,-0.04
07070704,Nahariyastraße,8128,D3,-0.15
07070704,Nahariyastraße,8128,D4,1.88
07070705,Franziusweg/Rohrbachstraße,7008,S1,3.86
07070705,Franziusweg/Rohrbachstraße,7008,S2,1.48
07070705,Franziusweg/Rohrbachstraße,7008,S3,4.08
07070705,Franziusweg/Rohrbachstraße,7008,S4,10.21
07070705,Franziusweg/Rohrbachstraße,7008,D1,0.06
07070705,Franziusweg/Rohrbachstraße,7008,D2,0.19
07070705,Franziusweg/Rohrbachstraße,7008,D3,-0.33
07070705,Franziusweg/Rohrbachstraße,7008,D4,-0.84
07070706,Horstwalder Straße/Paplitzer Straße,3723,S1,5.31
07070706,Horstwalder Straße/Paplitzer Straße,3723,S2,1.48
07070706,Horstwalder Straße/Paplitzer Straße,3723,S3,4.97
07070706,Horstwalder Straße/Paplitzer Straße,3723,S4,12.84
07070706,Horstwalder Straße/Paplitzer Straße,3723,D1,0.71
07070706,Horstwalder Straße/Paplitzer Straße,3723,D2,-0.3
07070706,Horstwalder Straße/Paplitzer Straße,3723,D3,-0.09
07070706,Horstwalder Straße/Paplitzer Straße,3723,D4,0.14
07070707,Wittelsbacherstraße,2823,S1,3
07070707,Wittelsbacherstraße,2823,S2,1.23
07070707,Wittelsbacherstraße,2823,S3,2.94
07070707,Wittelsbacherstraße,2823,S4,9.85
07070707,Wittelsbacherstraße,2823,D1,0.21
07070707,Wittelsbacherstraße,2823,D2,-0.14
07070707,Wittelsbacherstraße,2823,D3,-0.26
07070707,Wittelsbacherstraße,2823,D4,3.63
08010115,Hasenheide,867,S1,8.92
08010115,Hasenheide,867,S2,1.93
08010115,Hasenheide,867,S3,9.46
08010115,Hasenheide,867,S4,23.08
08010115,Hasenheide,867,D1,3.29
08010115,Hasenheide,867,D2,0.87
08010115,Hasenheide,867,D3,-2.14
08010115,Hasenheide,867,D4,0.07
08010116,Wissmannstraße,3524,S1,12.49
08010116,Wissmannstraße,3524,S2,3.87
08010116,Wissmannstraße,3524,S3,27.04
08010116,Wissmannstraße,3524,S4,53.27
08010116,Wissmannstraße,3524,D1,-1.36
08010116,Wissmannstraße,3524,D2,-0.36
08010116,Wissmannstraße,3524,D3,0.05
08010116,Wissmannstraße,3524,D4,-3.47
08010117,Schillerpromenade,16108,S1,10.99
08010117,Schillerpromenade,16108,S2,3.19
08010117,Schillerpromenade,16108,S3,22.38
08010117,Schillerpromenade,16108,S4,54.68
08010117,Schillerpromenade,16108,D1,-1.52
08010117,Schillerpromenade,16108,D2,-0.71
08010117,Schillerpromenade,16108,D3,-1.32
08010117,Schillerpromenade,16108,D4,-4.42
08010118,Silbersteinstraße,11773,S1,11.75
08010118,Silbersteinstraße,11773,S2,3.87
08010118,Silbersteinstraße,11773,S3,30.74
08010118,Silbersteinstraße,11773,S4,69.14
08010118,Silbersteinstraße,11773,D1,-1.94
08010118,Silbersteinstraße,11773,D2,-0.59
08010118,Silbersteinstraße,11773,D3,-2.42
08010118,Silbersteinstraße,11773,D4,-3.12
08010211,Flughafenstraße,10204,S1,10.41
08010211,Flughafenstraße,10204,S2,3.18
08010211,Flughafenstraße,10204,S3,24.04
08010211,Flughafenstraße,10204,S4,60.83
08010211,Flughafenstraße,10204,D1,-0.87
08010211,Flughafenstraße,10204,D2,-0.04
08010211,Flughafenstraße,10204,D3,-1.01
08010211,Flughafenstraße,10204,D4,-3.92
08010212,Rollberg,7474,S1,12.38
08010212,Rollberg,7474,S2,3.97
08010212,Rollberg,7474,S3,35.56
08010212,Rollberg,7474,S4,67.17
08010212,Rollberg,7474,D1,-1.44
08010212,Rollberg,7474,D2,-0.49
08010212,Rollberg,7474,D3,-0.77
08010212,Rollberg,7474,D4,-2.22
08010213,Körnerpark,12812,S1,11.29
08010213,Körnerpark,12812,S2,3.33
08010213,Körnerpark,12812,S3,25.78
08010213,Körnerpark,12812,S4,65.44
08010213,Körnerpark,12812,D1,-1.61
08010213,Körnerpark,12812,D2,-1.11
08010213,Körnerpark,12812,D3,-0.68
08010213,Körnerpark,12812,D4,0.41
08010214,Glasower Straße,8249,S1,13.18
08010214,Glasower Straße,8249,S2,4.4
08010214,Glasower Straße,8249,S3,29.53
08010214,Glasower Straße,8249,S4,66.43
08010214,Glasower Straße,8249,D1,-1.34
08010214,Glasower Straße,8249,D2,-0.3
08010214,Glasower Straße,8249,D3,-0.77
08010214,Glasower Straße,8249,D4,-1.28
08010301,Reuterkiez,28139,S1,8.67
08010301,Reuterkiez,28139,S2,2.52
08010301,Reuterkiez,28139,S3,18.8
08010301,Reuterkiez,28139,S4,44.55
08010301,Reuterkiez,28139,D1,-0.86
08010301,Reuterkiez,28139,D2,-0.22
08010301,Reuterkiez,28139,D3,-0.97
08010301,Reuterkiez,28139,D4,-5.56
08010302,Bouchéstraße,3780,S1,11.51
08010302,Bouchéstraße,3780,S2,4.11
08010302,Bouchéstraße,3780,S3,22.86
08010302,Bouchéstraße,3780,S4,54.61
08010302,Bouchéstraße,3780,D1,-0.73
08010302,Bouchéstraße,3780,D2,0.33
08010302,Bouchéstraße,3780,D3,0.72
08010302,Bouchéstraße,3780,D4,-4.66
08010303,Donaustraße,8552,S1,10.57
08010303,Donaustraße,8552,S2,2.79
08010303,Donaustraße,8552,S3,25.5
08010303,Donaustraße,8552,S4,63.47
08010303,Donaustraße,8552,D1,-0.41
08010303,Donaustraße,8552,D2,-0.7
08010303,Donaustraße,8552,D3,-1.96
08010303,Donaustraße,8552,D4,-2.16
08010404,Rixdorf,23397,S1,10.83
08010404,Rixdorf,23397,S2,3.08
08010404,Rixdorf,23397,S3,24.02
08010404,Rixdorf,23397,S4,57.47
08010404,Rixdorf,23397,D1,-1.06
08010404,Rixdorf,23397,D2,-0.74
08010404,Rixdorf,23397,D3,-1.74
08010404,Rixdorf,23397,D4,-4.85
08010405,Hertzbergplatz,9035,S1,9.68
08010405,Hertzbergplatz,9035,S2,2.65
08010405,Hertzbergplatz,9035,S3,21.58
08010405,Hertzbergplatz,9035,S4,53.09
08010405,Hertzbergplatz,9035,D1,-1.58
08010405,Hertzbergplatz,9035,D2,-0.87
08010405,Hertzbergplatz,9035,D3,-1.21
08010405,Hertzbergplatz,9035,D4,-3.11
08010406,Treptower Straße Nord,7031,S1,13.78
08010406,Treptower Straße Nord,7031,S2,4.2
08010406,Treptower Straße Nord,7031,S3,32.8
08010406,Treptower Straße Nord,7031,S4,73.73
08010406,Treptower Straße Nord,7031,D1,-1.72
08010406,Treptower Straße Nord,7031,D2,-0.6
08010406,Treptower Straße Nord,7031,D3,-0.2
08010406,Treptower Straße Nord,7031,D4,7.18
08010407,Gewerbegebiet Ederstraße,801,S1,11.62
08010407,Gewerbegebiet Ederstraße,801,S2,2.94
08010407,Gewerbegebiet Ederstraße,801,S3,17.6
08010407,Gewerbegebiet Ederstraße,801,S4,52.86
08010407,Gewerbegebiet Ederstraße,801,D1,0.06
08010407,Gewerbegebiet Ederstraße,801,D2,-0.91
08010407,Gewerbegebiet Ederstraße,801,D3,-2.92
08010407,Gewerbegebiet Ederstraße,801,D4,-14.84
08010508,Weiße Siedlung,5474,S1,15.55
08010508,Weiße Siedlung,5474,S2,5.08
08010508,Weiße Siedlung,5474,S3,41.83
08010508,Weiße Siedlung,5474,S4,72.07
08010508,Weiße Siedlung,5474,D1,-1
08010508,Weiße Siedlung,5474,D2,0.28
08010508,Weiße Siedlung,5474,D3,-0.06
08010508,Weiße Siedlung,5474,D4,-1.33
08010509,Schulenburgpark,9508,S1,16.27
08010509,Schulenburgpark,9508,S2,5.67
08010509,Schulenburgpark,9508,S3,45.27
08010509,Schulenburgpark,9508,S4,76.84
08010509,Schulenburgpark,9508,D1,-2.44
08010509,Schulenburgpark,9508,D2,0.33
08010509,Schulenburgpark,9508,D3,2.25
08010509,Schulenburgpark,9508,D4,2.07
08010510,Gewerbegebiet Köllnische Heide,383,S1,10.06
08010510,Gewerbegebiet Köllnische Heide,383,S2,2.6
08010510,Gewerbegebiet Köllnische Heide,383,S3,17.23
08010510,Gewerbegebiet Köllnische Heide,383,S4,25.93
08010510,Gewerbegebiet Köllnische Heide,383,D1,-1.86
08010510,Gewerbegebiet Köllnische Heide,383,D2,0.28
08010510,Gewerbegebiet Köllnische Heide,383,D3,2.67
08010510,Gewerbegebiet Köllnische Heide,383,D4,-17.26
08020619,Buschkrugallee Nord,10579,S1,9.44
08020619,Buschkrugallee Nord,10579,S2,3.1
08020619,Buschkrugallee Nord,10579,S3,25.52
08020619,Buschkrugallee Nord,10579,S4,51.1
08020619,Buschkrugallee Nord,10579,D1,-2.88
08020619,Buschkrugallee Nord,10579,D2,-0.61
08020619,Buschkrugallee Nord,10579,D3,1.38
08020619,Buschkrugallee Nord,10579,D4,-2.31
08020620,Tempelhofer Weg,9226,S1,10.17
08020620,Tempelhofer Weg,9226,S2,3.43
08020620,Tempelhofer Weg,9226,S3,22.88
08020620,Tempelhofer Weg,9226,S4,59.49
08020620,Tempelhofer Weg,9226,D1,-1.4
08020620,Tempelhofer Weg,9226,D2,-0.47
08020620,Tempelhofer Weg,9226,D3,-0.03
08020620,Tempelhofer Weg,9226,D4,1.11
08020621,Mohriner Allee Nord,2318,S1,2.33
08020621,Mohriner Allee Nord,2318,S2,0.58
08020621,Mohriner Allee Nord,2318,S3,2.2
08020621,Mohriner Allee Nord,2318,S4,5.1
08020621,Mohriner Allee Nord,2318,D1,0.16
08020621,Mohriner Allee Nord,2318,D2,0.39
08020621,Mohriner Allee Nord,2318,D3,0.18
08020621,Mohriner Allee Nord,2318,D4,2.56
08020622,Parchimer Allee,14195,S1,7.79
08020622,Parchimer Allee,14195,S2,2.13
08020622,Parchimer Allee,14195,S3,14.58
08020622,Parchimer Allee,14195,S4,33.88
08020622,Parchimer Allee,14195,D1,-0.45
08020622,Parchimer Allee,14195,D2,-0.4
08020622,Parchimer Allee,14195,D3,-0.05
08020622,Parchimer Allee,14195,D4,-1.4
08020623,Ortolanweg,1264,S1,6.69
08020623,Ortolanweg,1264,S2,1.57
08020623,Ortolanweg,1264,S3,16.06
08020623,Ortolanweg,1264,S4,47.15
08020623,Ortolanweg,1264,D1,-0.54
08020623,Ortolanweg,1264,D2,-0.58
08020623,Ortolanweg,1264,D3,-0.17
08020623,Ortolanweg,1264,D4,5.93
08020624,Britzer Garten,1142,S1,7.63
08020624,Britzer Garten,1142,S2,2.5
08020624,Britzer Garten,1142,S3,10.33
